prompt,gold_label,predicted,confidence,abstain,threshold
"cash out 14.8569 SOL from lido (ethereum) — this minute, minimize gas",withdraw_asset,withdraw_asset,1.0000,False,0.7
undelegate 2771.1277 AAVE on curve (ethereum) — normal mode,unstake_asset,unstake_asset,0.9606,False,0.7
top up lido with 2.376437 WBTC on polygon — immediately,deposit_asset,deposit_asset,1.0000,False,0.7
provide 19624 USDT on maker,deposit_asset,deposit_asset,1.0000,False,0.7
close debt: repay 45.7172 MATIC at aave solana — safe mode,repay_asset,repay_asset,0.9744,False,0.7
swap 3409 DAI to WBTC on balancer arbitrum — use fast gas,swap_asset,swap_asset,1.0000,False,0.7
reduce loan by 1183.4106 OP on compound (arbitrum) — normal mode,repay_asset,repay_asset,0.9003,False,0.7
claim staking rewards on aave ethereum,claim_rewards,claim_rewards,1.0000,False,0.7
unstake 0.699453 WBTC from balancer on ethereum — ok with higher gas,unstake_asset,unstake_asset,0.9107,False,0.7
redeem 1.485515 WBTC from curve (polygon),withdraw_asset,withdraw_asset,1.0000,False,0.7
repay 14680 USDT on aave (optimism) — minimize gas,repay_asset,repay_asset,1.0000,False,0.7
close debt: repay 38.2199 AVAX at compound base,repay_asset,repay_asset,0.9744,False,0.7
claim staking rewards on balancer polygon — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
unstake 48.9361 SOL from yearn on optimism,unstake_asset,unstake_asset,1.0000,False,0.7
deposit 3.4054 AVAX into lido on optimism — use normal gas,deposit_asset,deposit_asset,1.0000,False,0.7
trade 5.6456 WETH for AAVE on sushiswap (optimism),swap_asset,swap_asset,0.9663,False,0.7
stake 1.266548 WBTC on rocket pool (solana),stake_asset,stake_asset,0.8081,False,0.7
close debt: repay 1214.2896 LINK at maker arbitrum — minimize gas,repay_asset,repay_asset,0.9744,False,0.7
take a loan of 5.4277 ETH via aave (optimism) using SOL as collateral — right away,borrow_asset,borrow_asset,1.0000,False,0.7
collect incentives at lido (base) — minimize gas,claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 19.5866 AVAX on maker solana,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw staked 12.5878 AVAX from rocket pool solana — now,unstake_asset,unstake_asset,1.0000,False,0.7
add liquidity: deposit 12.5559 AVAX to curve (avalanche) — immediately,deposit_asset,deposit_asset,1.0000,False,0.7
swap 41.6198 ETH to LINK on curve arbitrum,swap_asset,swap_asset,0.9778,False,0.7
claim staking rewards on stargate ethereum — use fast gas,claim_rewards,claim_rewards,1.0000,False,0.7
cash out 34.553 ETH from yearn (solana) — safe mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
market swap 20495 USDT->WBTC using curve on arbitrum with slippage 1%,swap_asset,swap_asset,1.0000,False,0.7
withdraw staked 366.1435 ARB from curve optimism — immediately,unstake_asset,unstake_asset,1.0000,False,0.7
draw 488.3579 AAVE from compound on arbitrum using USDT as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
claim rewards on pendle (solana),claim_rewards,claim_rewards,1.0000,False,0.7
pull out 35.9037 MATIC from sushiswap,withdraw_asset,withdraw_asset,0.9663,False,0.7
supply 1013 USDC to balancer,deposit_asset,deposit_asset,1.0000,False,0.7
trade 49.2044 SOL for BTC on uniswap (optimism),swap_asset,swap_asset,0.8393,False,0.7
open debt: 2229.6751 OP on compound base,borrow_asset,borrow_asset,1.0000,False,0.7
convert 2255.1477 LINK into BTC via balancer on solana with slippage 1% — this minute,swap_asset,swap_asset,0.9854,False,0.7
unstow 4749.2719 LINK from rocket pool on avalanche — ok with higher gas,withdraw_asset,,0.6667,True,0.7
deposit 4503.6499 LINK into maker on solana,deposit_asset,deposit_asset,1.0000,False,0.7
"withdraw 30.4677 MATIC from lido on avalanche — right away, use fast gas, normal mode",withdraw_asset,,0.6869,True,0.7
close debt: repay 1.647005 BTC at compound base,repay_asset,repay_asset,0.9744,False,0.7
open debt: 2.421258 WBTC on compound base — today,borrow_asset,borrow_asset,1.0000,False,0.7
remove 20.8258 WETH from rocket pool,withdraw_asset,withdraw_asset,0.9268,False,0.7
convert 1.742108 BTC into OP via sushiswap on avalanche,swap_asset,swap_asset,0.9854,False,0.7
borrow 3509.4285 OP from aave on optimism using MATIC as collateral — right away,borrow_asset,borrow_asset,1.0000,False,0.7
claim staking rewards on compound ethereum,claim_rewards,claim_rewards,1.0000,False,0.7
lock 16.8737 WETH in rocket pool on base,stake_asset,,0.6784,True,0.7
trade 1.331493 WBTC for ETH on curve (polygon) with slippage 0.5%,swap_asset,swap_asset,1.0000,False,0.7
"convert 34.568 ETH into SOL via curve on optimism — asap, minimize gas",swap_asset,swap_asset,0.9854,False,0.7
withdraw staked 0.536908 WBTC from curve arbitrum,unstake_asset,unstake_asset,1.0000,False,0.7
borrow 1559.943 OP from aave on base — today,borrow_asset,borrow_asset,0.9885,False,0.7
redeem 14.0248 SOL from aave (ethereum),withdraw_asset,withdraw_asset,1.0000,False,0.7
pay back 16.228 MATIC to compound on base — normal mode,repay_asset,repay_asset,1.0000,False,0.7
unlock 3369.143 ARB at balancer (polygon) — right away,unstake_asset,unstake_asset,1.0000,False,0.7
withdraw 11.7635 AVAX from lido on optimism,withdraw_asset,withdraw_asset,0.9221,False,0.7
redeem 1.185143 BTC from balancer (polygon) — now,withdraw_asset,withdraw_asset,1.0000,False,0.7
"unstake 16739 DAI from lido on ethereum — asap, use normal gas",unstake_asset,unstake_asset,0.9334,False,0.7
withdraw staked 21801 USDT from balancer solana,unstake_asset,unstake_asset,0.9800,False,0.7
close debt: repay 3832 DAI at compound polygon,repay_asset,repay_asset,0.9744,False,0.7
claim rewards on lido (optimism) — use fast gas,claim_rewards,claim_rewards,1.0000,False,0.7
unstow 16.393 LINK from compound on base,withdraw_asset,withdraw_asset,0.9885,False,0.7
restake 20593 USDC with curve on solana,stake_asset,stake_asset,1.0000,False,0.7
withdraw staked 4039 USDT from yearn avalanche,unstake_asset,unstake_asset,0.9815,False,0.7
convert 0.548144 WBTC into AAVE via curve on arbitrum,swap_asset,swap_asset,0.8901,False,0.7
stake 0.704216 BTC on rocket pool (solana),stake_asset,stake_asset,0.8484,False,0.7
withdraw 4919.3149 ARB from rocket pool on polygon,withdraw_asset,,0.5492,True,0.7
market swap 1.245315 BTC->ARB using uniswap on arbitrum with slippage 0.1% — right away,swap_asset,swap_asset,1.0000,False,0.7
claim rewards on pendle (solana) — right away,claim_rewards,claim_rewards,1.0000,False,0.7
"unlock 87.1967 OP at lido (solana) — now, normal mode",unstake_asset,unstake_asset,1.0000,False,0.7
close debt: repay 2428.6416 LINK at compound optimism,repay_asset,repay_asset,0.8447,False,0.7
"redeem 4746.0909 AAVE from aave (avalanche) — right away, normal mode",withdraw_asset,withdraw_asset,1.0000,False,0.7
market swap 36.0524 SOL->LINK using sushiswap on avalanche with slippage 0.1%,swap_asset,swap_asset,1.0000,False,0.7
harvest yield from maker on base — now,claim_rewards,claim_rewards,1.0000,False,0.7
lock 19549 USDT in balancer on base,stake_asset,stake_asset,0.9507,False,0.7
"redeem 758.9478 OP from pendle (solana) — immediately, use normal gas",withdraw_asset,withdraw_asset,1.0000,False,0.7
lock 4548 DAI in pendle on avalanche,stake_asset,stake_asset,1.0000,False,0.7
unstake 2.3271 MATIC from balancer on polygon,unstake_asset,unstake_asset,0.8542,False,0.7
add liquidity: deposit 0.482268 WBTC to compound (base),deposit_asset,deposit_asset,0.9983,False,0.7
swap 122.5177 ARB to WBTC on curve arbitrum,swap_asset,swap_asset,1.0000,False,0.7
top up lido with 7685 DAI on polygon,deposit_asset,deposit_asset,1.0000,False,0.7
claim rewards on aave (optimism) — use normal gas,claim_rewards,claim_rewards,1.0000,False,0.7
remove 1.927719 WBTC from lido,withdraw_asset,withdraw_asset,0.8563,False,0.7
claim rewards on sushiswap (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
cash out 9475 USDT from maker (solana) — minimize gas,withdraw_asset,withdraw_asset,0.7083,False,0.7
deposit 38.5498 SOL into compound on base,deposit_asset,deposit_asset,1.0000,False,0.7
"top up stargate with 25.0646 AVAX on ethereum — right away, high yield mode",deposit_asset,deposit_asset,1.0000,False,0.7
delegate 18.236 SOL to balancer (ethereum),stake_asset,stake_asset,1.0000,False,0.7
trade 504.0556 ARB for AAVE on sushiswap (base) with slippage 0.1% — today,swap_asset,swap_asset,0.9663,False,0.7
open debt: 17341 USDC on aave ethereum using WBTC as collateral — asap,borrow_asset,borrow_asset,1.0000,False,0.7
reduce loan by 0.204188 BTC on maker (optimism),repay_asset,repay_asset,0.9077,False,0.7
unstow 4.3709 MATIC from sushiswap on avalanche — safe mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
supply 1.211012 WBTC to uniswap,deposit_asset,,0.6935,True,0.7
withdraw staked 13.7914 SOL from balancer ethereum — high yield mode,unstake_asset,unstake_asset,0.8165,False,0.7
"unlock 3081.324 AAVE at pendle (avalanche) — immediately, ok with higher gas",unstake_asset,unstake_asset,1.0000,False,0.7
add liquidity: deposit 38.5036 MATIC to rocket pool (base),deposit_asset,deposit_asset,1.0000,False,0.7
redeem 3.3807 WETH from rocket pool (base) — now,withdraw_asset,withdraw_asset,0.9090,False,0.7
convert 2371.4266 ARB into LINK via curve on polygon,swap_asset,swap_asset,0.7718,False,0.7
swap 16.9035 MATIC to OP on sushiswap avalanche with slippage 0.2% — safe mode,swap_asset,swap_asset,0.9778,False,0.7
add liquidity: deposit 1.018243 WBTC to lido (solana) — right away,deposit_asset,deposit_asset,1.0000,False,0.7
pay back 1227.3694 OP to compound on base — normal mode,repay_asset,repay_asset,1.0000,False,0.7
repay 24.3381 WETH on aave (polygon),repay_asset,repay_asset,1.0000,False,0.7
withdraw staked 2315.9893 AAVE from pendle ethereum,unstake_asset,,0.6100,True,0.7
cash out 7492 USDC from curve (solana) — normal mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
put 2453.3053 OP into yearn,deposit_asset,deposit_asset,0.9731,False,0.7
borrow 1.838435 WBTC from maker on base — minimize gas,borrow_asset,borrow_asset,0.9885,False,0.7
open debt: 34.2378 MATIC on aave arbitrum using AAVE as collateral — immediately,borrow_asset,borrow_asset,1.0000,False,0.7
lock 20650 USDT in curve on solana,stake_asset,stake_asset,0.9841,False,0.7
fund yearn with 37.6319 SOL (optimism) — today,deposit_asset,deposit_asset,1.0000,False,0.7
"open debt: 7.2095 WETH on maker arbitrum — now, use fast gas",borrow_asset,borrow_asset,1.0000,False,0.7
draw 4847.1171 LINK from compound on polygon using USDT as collateral — right away,borrow_asset,borrow_asset,1.0000,False,0.7
pull out 3049.16 ARB from pendle,withdraw_asset,withdraw_asset,0.7367,False,0.7
redeem 11.2645 AVAX from pendle (polygon),withdraw_asset,withdraw_asset,1.0000,False,0.7
convert 5158 USDC into DAI via balancer on base with slippage 0.2%,swap_asset,swap_asset,0.9885,False,0.7
unstake 1.3124 ETH from pendle on avalanche,unstake_asset,unstake_asset,0.8154,False,0.7
remove 2.236425 BTC from curve,withdraw_asset,withdraw_asset,0.9726,False,0.7
reduce loan by 3373.4348 OP on compound (ethereum) — immediately,repay_asset,repay_asset,0.9003,False,0.7
lock 16568 USDT in curve on ethereum — high yield mode,stake_asset,stake_asset,1.0000,False,0.7
draw 36.1207 AVAX from aave on avalanche using USDT as collateral — safe mode,borrow_asset,borrow_asset,1.0000,False,0.7
provide 35.2853 AVAX on sushiswap,deposit_asset,deposit_asset,0.8419,False,0.7
borrow 2488.6648 AAVE from aave on base using BTC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
open debt: 24.4079 SOL on compound arbitrum using USDT as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"close debt: repay 22.7616 AVAX at maker ethereum — right away, use normal gas",repay_asset,repay_asset,0.9003,False,0.7
"repay 4.0582 MATIC on compound (base) — this minute, minimize gas",repay_asset,repay_asset,0.9877,False,0.7
lock 1.803698 WBTC in yearn on solana — normal mode,stake_asset,stake_asset,0.9675,False,0.7
market swap 7691 USDT->OP using balancer on polygon with slippage 1% — now,swap_asset,swap_asset,1.0000,False,0.7
pull out 22.0057 ETH from uniswap,withdraw_asset,withdraw_asset,0.9280,False,0.7
market swap 16338 USDC->BTC using balancer on optimism with slippage 0.2% — now,swap_asset,swap_asset,1.0000,False,0.7
undelegate 1264.0579 OP on curve (polygon),unstake_asset,,0.5684,True,0.7
reduce loan by 3845 DAI on aave (polygon) — ok with higher gas,repay_asset,repay_asset,0.9744,False,0.7
add liquidity: deposit 1997.4971 LINK to stargate (solana),deposit_asset,deposit_asset,1.0000,False,0.7
pay back 2268 USDC to compound on base,repay_asset,repay_asset,1.0000,False,0.7
supply 1777.8921 ARB to curve — ok with higher gas,deposit_asset,deposit_asset,0.9444,False,0.7
close debt: repay 970.4342 OP at maker polygon,repay_asset,repay_asset,0.8447,False,0.7
open debt: 3491.8807 ARB on compound optimism using ARB as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
swap 36.1417 AVAX to USDC on balancer polygon — minimize gas,swap_asset,swap_asset,1.0000,False,0.7
draw 3563.0477 OP from compound on base using AAVE as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
trade 2778.0616 OP for AVAX on sushiswap (ethereum) with slippage 0.5% — normal mode,swap_asset,swap_asset,1.0000,False,0.7
pay back 2.1492 SOL to compound on arbitrum — this minute,repay_asset,repay_asset,1.0000,False,0.7
take a loan of 3837.5725 LINK via aave (polygon) — immediately,borrow_asset,,0.5000,True,0.7
delegate 11587 DAI to balancer (arbitrum),stake_asset,stake_asset,1.0000,False,0.7
pay back 45.7609 WETH to aave on polygon — normal mode,repay_asset,repay_asset,1.0000,False,0.7
claim rewards on pendle (arbitrum),claim_rewards,claim_rewards,1.0000,False,0.7
"stake 1.567653 BTC on curve (ethereum) — immediately, minimize gas",stake_asset,,0.5836,True,0.7
borrow 0.771896 WBTC from aave on arbitrum using WETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
delegate 427.6048 AAVE to balancer (solana),stake_asset,stake_asset,1.0000,False,0.7
pull out 23450 DAI from balancer — use normal gas,withdraw_asset,withdraw_asset,0.9444,False,0.7
lock 20.1647 WETH in lido on polygon — minimize gas,stake_asset,stake_asset,0.9810,False,0.7
"deposit 24.4522 MATIC into sushiswap on avalanche — right away, normal mode",deposit_asset,deposit_asset,1.0000,False,0.7
draw 4217.7616 AAVE from maker on arbitrum,borrow_asset,borrow_asset,0.8748,False,0.7
convert 11.0438 ETH into DAI via sushiswap on polygon — today,swap_asset,swap_asset,0.8817,False,0.7
harvest yield from curve on optimism — minimize gas,claim_rewards,claim_rewards,1.0000,False,0.7
harvest yield from sushiswap on base,claim_rewards,claim_rewards,1.0000,False,0.7
pull out 13.8702 AVAX from pendle — immediately,withdraw_asset,withdraw_asset,0.9429,False,0.7
stake 27.7123 SOL on pendle (base),stake_asset,stake_asset,0.8120,False,0.7
claim rewards on rocket pool (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
pay back 4772.5609 LINK to aave on arbitrum,repay_asset,repay_asset,1.0000,False,0.7
"draw 12.9374 WETH from compound on arbitrum using LINK as collateral — immediately, minimize gas",borrow_asset,borrow_asset,1.0000,False,0.7
restake 1.168704 BTC with lido on arbitrum,stake_asset,stake_asset,0.9885,False,0.7
"convert 3284.8354 LINK into USDC via uniswap on polygon with slippage 1% — ok with higher gas, normal mode",swap_asset,swap_asset,1.0000,False,0.7
delegate 2216.5854 LINK to pendle (avalanche) — use normal gas,stake_asset,stake_asset,0.9663,False,0.7
collect incentives at compound (base),claim_rewards,claim_rewards,1.0000,False,0.7
convert 30.4547 MATIC into USDT via sushiswap on base with slippage 1%,swap_asset,swap_asset,0.9663,False,0.7
claim staking rewards on stargate base — immediately,claim_rewards,claim_rewards,1.0000,False,0.7
close debt: repay 804.3681 LINK at aave optimism — safe mode,repay_asset,repay_asset,0.9744,False,0.7
"market swap 13.0139 AVAX->OP using uniswap on solana with slippage 0.1% — ok with higher gas, normal mode",swap_asset,swap_asset,1.0000,False,0.7
close debt: repay 11717 USDC at compound arbitrum,repay_asset,repay_asset,0.9744,False,0.7
claim rewards on lido (base),claim_rewards,claim_rewards,1.0000,False,0.7
take a loan of 2664.3092 OP via maker (base) — ok with higher gas,borrow_asset,borrow_asset,0.9009,False,0.7
pull out 4.3311 AVAX from pendle,withdraw_asset,withdraw_asset,0.9663,False,0.7
withdraw 27.8297 AVAX from compound on optimism,withdraw_asset,withdraw_asset,1.0000,False,0.7
